stopPointRef,no_of_buses
NSR:Quay:16745,366
NSR:Quay:69140,1037
NSR:Quay:54310,2386
NSR:Quay:73500,1188
NSR:Quay:60640,809
NSR:Quay:6789,187
NSR:Quay:74812,2329
NSR:Quay:97518,404
NSR:Quay:19381,557
NSR:Quay:45986,509
NSR:Quay:16580,2251
NSR:Quay:16254,218
NSR:Quay:89912,340
NSR:Quay:15612,176
NSR:Quay:40647,874
NSR:Quay:98439,1382
NSR:Quay:13517,673
NSR:Quay:68669,1474
NSR:Quay:3910,2746
NSR:Quay:54111,238
NSR:Quay:17131,428
NSR:Quay:91191,1088
NSR:Quay:40763,2688
NSR:Quay:90086,1286
NSR:Quay:29208,812
NSR:Quay:65665,2227
NSR:Quay:67060,1181
NSR:Quay:43564,1183
NSR:Quay:76070,180
NSR:Quay:98558,597
NSR:Quay:101058,377
NSR:Quay:6717,527
NSR:Quay:37132,720
NSR:Quay:72454,333
NSR:Quay:10013,1208
NSR:Quay:34699,479
NSR:Quay:21884,174
NSR:Quay:65193,1421
NSR:Quay:85829,599
NSR:Quay:90789,2151
NSR:Quay:37371,1085
NSR:Quay:101937,1161
NSR:Quay:56603,2230
NSR:Quay:92381,2198
NSR:Quay:96767,570
NSR:Quay:70271,1140
NSR:Quay:68218,378
NSR:Quay:47716,1391
NSR:Quay:21362,511
14163344,670
NSR:Quay:107020,605
NSR:Quay:16266,1106
NSR:Quay:5465,309
NSR:Quay:88652,721
NSR:Quay:13156,863
NSR:Quay:8812,902
NSR:Quay:13636,875
NSR:Quay:27127,1353
NSR:Quay:78355,1954
NSR:Quay:103802,289
NSR:Quay:35366,747
NSR:Quay:27335,960
NSR:Quay:47620,925
14322376,524
NSR:Quay:75632,1985
NSR:Quay:81751,787
NSR:Quay:28718,1448
NSR:Quay:84273,1831
NSR:Quay:56054,876
NSR:Quay:98575,132
NSR:Quay:98380,325
NSR:Quay:83460,749
NSR:Quay:38968,496
NSR:Quay:54318,1572
NSR:Quay:51248,951
NSR:Quay:78719,699
NSR:Quay:90187,489
NSR:Quay:15371,670
NSR:Quay:93902,59
NSR:Quay:90850,428
NSR:Quay:73712,431
NSR:Quay:96408,929
NSR:Quay:1968,482
NSR:Quay:7727,3099
NSR:Quay:58661,1601
NSR:Quay:21807,348
NSR:Quay:107899,733
NSR:Quay:39355,493
NSR:Quay:81844,2282
NSR:Quay:12782,350
NSR:Quay:67195,1485
NSR:Quay:32138,1904
14011941,434
NSR:Quay:53597,500
NSR:Quay:75195,450
NSR:Quay:42169,802
NSR:Quay:15434,610
NSR:Quay:103371,556
NSR:Quay:2022,358
NSR:Quay:17957,280
NSR:Quay:53835,911
NSR:Quay:86506,378
NSR:Quay:47484,781
NSR:Quay:26429,768
NSR:Quay:105985,538
NSR:Quay:86061,479
NSR:Quay:107268,887
NSR:Quay:93681,341
NSR:Quay:20069,185
NSR:Quay:105956,535
NSR:Quay:68690,347
NSR:Quay:103798,290
NSR:Quay:52026,447
NSR:Quay:77467,633
NSR:Quay:40709,303
NSR:Quay:89682,365
NSR:Quay:66970,1116
NSR:Quay:69170,217
NSR:Quay:33803,303
14133216,372
NSR:Quay:29696,701
NSR:Quay:13915,400
NSR:Quay:81878,374
NSR:Quay:104303,179
NSR:Quay:26061,756
NSR:Quay:72003,325
NSR:Quay:21617,136
NSR:Quay:74533,471
NSR:Quay:62421,748
NSR:Quay:67816,171
NSR:Quay:77396,362
NSR:Quay:18340,492
NSR:Quay:89245,418
NSR:Quay:3582,126
NSR:Quay:40623,493
NSR:Quay:89553,214
NSR:Quay:73172,218
NSR:Quay:62578,289
NSR:Quay:17230,171
NSR:Quay:96623,530
NSR:Quay:77665,598
NSR:Quay:82897,168
NSR:Quay:69721,245
NSR:Quay:94526,378
NSR:Quay:110476,286
NSR:Quay:107603,214
NSR:Quay:56532,453
NSR:Quay:16879,177
NSR:Quay:78608,182
NSR:Quay:532,366
NSR:Quay:28408,343
NSR:Quay:21904,143
NSR:Quay:107012,145
14302570,77
NSR:Quay:79599,35
NSR:Quay:89277,485
NSR:Quay:66995,131
NSR:Quay:946,45
NSR:Quay:62641,68
NSR:Quay:69720,172
NSR:Quay:75078,32
NSR:Quay:796,24
NSR:Quay:17786,364
NSR:Quay:76321,67
NSR:Quay:52706,105
NSR:Quay:15063,91
NSR:Quay:26312,126
NSR:Quay:1031,19
NSR:Quay:56346,15
NSR:Quay:22009,567
NSR:Quay:67692,15827
NSR:Quay:85669,9248
NSR:Quay:11131,170122
NSR:Quay:101854,33981
NSR:Quay:6292,17701
NSR:Quay:32163,11395
NSR:Quay:15574,278
NSR:Quay:106976,45214
NSR:Quay:29647,25115
NSR:Quay:11436,26787
NSR:Quay:23182,2426
14011783,12093
NSR:Quay:34587,7911
NSR:Quay:67386,4220
NSR:Quay:74784,15716
NSR:Quay:29408,15371
NSR:Quay:20630,720
NSR:Quay:74659,27789
NSR:Quay:65917,3457
NSR:Quay:74142,27676
NSR:Quay:92139,1737
NSR:Quay:7819,58136
NSR:Quay:74097,646
NSR:Quay:102251,14460
NSR:Quay:47688,13163
NSR:Quay:11393,27117
NSR:Quay:67135,1985
NSR:Quay:50691,24446
NSR:Quay:54349,6729
NSR:Quay:24408,7078
NSR:Quay:53419,74125
NSR:Quay:38204,3039
NSR:Quay:65461,32995
NSR:Quay:9113,7780
NSR:Quay:12303,70007
14333641,1603
NSR:Quay:9439,23414
NSR:Quay:10230,26208
NSR:Quay:9550,17878
NSR:Quay:46960,40464
NSR:Quay:7072,47920
NSR:Quay:54802,104703
NSR:Quay:46548,5527
NSR:Quay:4723,10162
NSR:Quay:58431,7722
NSR:Quay:6469,26390
NSR:Quay:11015,46849
NSR:Quay:56078,10873
NSR:Quay:38659,5148
14011931,1257
14381351,2732
NSR:Quay:10441,42676
NSR:Quay:94039,2233
NSR:Quay:70818,9242
NSR:Quay:30342,14597
NSR:Quay:79036,4153
NSR:Quay:7048,21612
NSR:Quay:30220,24305
NSR:Quay:49636,44294
NSR:Quay:55688,12681
NSR:Quay:79884,452
NSR:Quay:88670,4785
NSR:Quay:53866,13192
NSR:Quay:8722,12337
NSR:Quay:9293,21284
NSR:Quay:103694,733
NSR:Quay:47138,7890
NSR:Quay:36423,2935
NSR:Quay:32654,24500
NSR:Quay:83625,2324
NSR:Quay:1162,4389
NSR:Quay:35084,5684
NSR:Quay:10361,21715
NSR:Quay:109813,25361
NSR:Quay:50387,12109
NSR:Quay:26559,1611
NSR:Quay:11247,57366
NSR:Quay:83086,5246
NSR:Quay:103157,397
NSR:Quay:9661,12036
NSR:Quay:47440,16443
NSR:Quay:16202,1090
NSR:Quay:81235,2299
NSR:Quay:16694,2264
NSR:Quay:48636,12654
NSR:Quay:1302,962
NSR:Quay:87363,567
NSR:Quay:7043,21313
NSR:Quay:57489,3624
NSR:Quay:6626,11696
NSR:Quay:4499,6365
NSR:Quay:31494,7243
NSR:Quay:31663,3526
NSR:Quay:37444,7337
NSR:Quay:2570,5805
NSR:Quay:35437,20174
NSR:Quay:74237,6288
NSR:Quay:36178,1276
NSR:Quay:30597,12667
NSR:Quay:67729,1397
NSR:Quay:89158,907
NSR:Quay:80195,882
NSR:Quay:100227,366
NSR:Quay:35143,2325
NSR:Quay:52396,1346
NSR:Quay:64595,159
NSR:Quay:3349,5488
NSR:Quay:39213,1705
NSR:Quay:17152,1213
NSR:Quay:47211,452
NSR:Quay:55064,1598
NSR:Quay:95873,1254
NSR:Quay:109432,566
NSR:Quay:2257,317
NSR:Quay:11187,4927
NSR:Quay:7855,753
NSR:Quay:28693,19773
NSR:Quay:73448,13902
NSR:Quay:8392,15263
NSR:Quay:4461,6336
NSR:Quay:91483,1087
NSR:Quay:9155,6574
NSR:Quay:22426,1272
NSR:Quay:24468,2333
NSR:Quay:93135,299
NSR:Quay:3324,5534
NSR:Quay:47273,19429
NSR:Quay:18676,1221
NSR:Quay:82759,1822
NSR:Quay:55244,1858
NSR:Quay:23773,13646
NSR:Quay:79617,3977
NSR:Quay:107008,1067
NSR:Quay:19887,799
NSR:Quay:98621,6497
NSR:Quay:56493,1858
NSR:Quay:30582,15675
NSR:Quay:103869,1037
NSR:Quay:69677,910
NSR:Quay:22220,3750
NSR:Quay:54766,4389
NSR:Quay:54264,2755
NSR:Quay:49784,1482
NSR:Quay:106011,428
NSR:Quay:53404,2626
NSR:Quay:60278,1674
NSR:Quay:22428,2840
NSR:Quay:19308,1895
NSR:Quay:19696,559
NSR:Quay:9901,303
NSR:Quay:45914,16310
NSR:Quay:3226,561
NSR:Quay:37769,489
NSR:Quay:82525,2227
NSR:Quay:93554,1593
NSR:Quay:57769,1970
NSR:Quay:87307,609
NSR:Quay:6372,4309
NSR:Quay:58825,591
NSR:Quay:36373,1398
NSR:Quay:92938,2334
NSR:Quay:82303,908
NSR:Quay:82985,597
NSR:Quay:57741,4518
14012070,1441
NSR:Quay:14275,1392
NSR:Quay:90374,3497
NSR:Quay:65584,175
NSR:Quay:103507,9554
14322209,948
NSR:Quay:46924,4707
NSR:Quay:108642,495
NSR:Quay:84395,4116
NSR:Quay:43640,4613
NSR:Quay:25599,708
NSR:Quay:95947,2147
NSR:Quay:48743,1993
NSR:Quay:104614,2504
NSR:Quay:29589,1108
NSR:Quay:57633,7185
NSR:Quay:106701,1984
NSR:Quay:86375,1802
NSR:Quay:103835,657
NSR:Quay:96063,501
NSR:Quay:53391,1459
NSR:Quay:57502,3516
NSR:Quay:13439,782
14313572,806
NSR:Quay:9099,7781
NSR:Quay:48237,996
NSR:Quay:77425,505
NSR:Quay:79155,1681
NSR:Quay:42581,2607
NSR:Quay:78530,523
NSR:Quay:41183,1888
NSR:Quay:27742,2553
NSR:Quay:23824,1873
NSR:Quay:24594,1736
NSR:Quay:47880,1801
NSR:Quay:6643,547
NSR:Quay:56488,2161
NSR:Quay:20156,371
NSR:Quay:105763,5471
NSR:Quay:50543,2410
NSR:Quay:27594,495
NSR:Quay:42243,773
NSR:Quay:76421,616
NSR:Quay:35548,1172
NSR:Quay:37090,1142
NSR:Quay:63073,713
NSR:Quay:53015,1655
NSR:Quay:63026,696
NSR:Quay:97229,761
NSR:Quay:83069,984
14452847,749
NSR:Quay:6360,11272
NSR:Quay:104230,454
NSR:Quay:46299,458
NSR:Quay:92081,814
NSR:Quay:86940,882
NSR:Quay:15091,1617
NSR:Quay:21858,2001
NSR:Quay:60636,808
NSR:Quay:91091,564
NSR:Quay:23065,601
NSR:Quay:46986,1533
NSR:Quay:19333,618
NSR:Quay:70775,4646
NSR:Quay:65871,2010
NSR:Quay:95955,968
NSR:Quay:39844,1557
NSR:Quay:20349,648
14313613,1731
NSR:Quay:82885,266
NSR:Quay:67073,797
NSR:Quay:90559,1127
NSR:Quay:87590,569
NSR:Quay:32195,2180
NSR:Quay:828,1027
NSR:Quay:73903,916
NSR:Quay:105398,469
NSR:Quay:54531,822
NSR:Quay:44232,239
NSR:Quay:86467,227
NSR:Quay:15738,1916
NSR:Quay:3801,2274
NSR:Quay:102367,6117
NSR:Quay:31510,1736
NSR:Quay:91515,2009
NSR:Quay:23465,553
NSR:Quay:33991,1464
NSR:Quay:95494,1181
NSR:Quay:83407,379
NSR:Quay:80800,361
NSR:Quay:75375,3125
NSR:Quay:1837,6599
NSR:Quay:8670,186
NSR:Quay:30124,184
NSR:Quay:58766,822
NSR:Quay:35318,509
NSR:Quay:13833,1272
NSR:Quay:94783,572
NSR:Quay:104244,1878
NSR:Quay:50158,514
NSR:Quay:24477,743
NSR:Quay:14874,204
NSR:Quay:92802,758
NSR:Quay:86412,2249
NSR:Quay:79270,346
NSR:Quay:41072,1635
NSR:Quay:98475,1196
NSR:Quay:22624,2176
NSR:Quay:19236,2160
NSR:Quay:51536,515
NSR:Quay:102826,3518
NSR:Quay:5967,335
NSR:Quay:21219,669
NSR:Quay:57956,1131
NSR:Quay:65570,620
NSR:Quay:12857,403
NSR:Quay:106377,2028
NSR:Quay:24492,721
NSR:Quay:27857,1074
NSR:Quay:54707,991
NSR:Quay:104091,1780
NSR:Quay:21360,443
NSR:Quay:98592,1804
NSR:Quay:56029,815
NSR:Quay:77195,520
14281084,867
NSR:Quay:2017,1022
NSR:Quay:88536,2110
NSR:Quay:37246,1082
NSR:Quay:31803,138
NSR:Quay:78877,713
NSR:Quay:207,1248
NSR:Quay:85224,668
NSR:Quay:46246,933
NSR:Quay:13924,436
NSR:Quay:17461,672
NSR:Quay:94710,381
NSR:Quay:70760,348
NSR:Quay:84965,586
NSR:Quay:10513,1674
NSR:Quay:29643,395
NSR:Quay:109583,897
NSR:Quay:41141,455
14114767,381
NSR:Quay:67807,356
NSR:Quay:4064,183
NSR:Quay:77677,777
NSR:Quay:108241,360
NSR:Quay:42867,799
NSR:Quay:76086,371
NSR:Quay:103061,304
NSR:Quay:32712,1390
NSR:Quay:37169,178
NSR:Quay:85681,858
NSR:Quay:27293,1152
NSR:Quay:94093,532
NSR:Quay:85860,265
NSR:Quay:25710,366
NSR:Quay:96172,539
NSR:Quay:78365,1127
NSR:Quay:104647,716
NSR:Quay:53532,2696
NSR:Quay:76516,383
NSR:Quay:92863,1189
NSR:Quay:42676,932
NSR:Quay:74350,507
NSR:Quay:89645,440
NSR:Quay:26166,642
NSR:Quay:5541,376
NSR:Quay:104305,520
NSR:Quay:13976,368
NSR:Quay:19688,1587
NSR:Quay:19659,558
NSR:Quay:37703,2440
NSR:Quay:15846,362
NSR:Quay:24020,366
NSR:Quay:19706,553
NSR:Quay:103284,477
NSR:Quay:15364,622
NSR:Quay:85013,802
NSR:Quay:87593,1089
NSR:Quay:62501,269
NSR:Quay:41048,1337
NSR:Quay:52583,464
NSR:Quay:52320,483
NSR:Quay:62619,134
NSR:Quay:62633,700
NSR:Quay:95352,2433
NSR:Quay:60978,325
NSR:Quay:65749,531
NSR:Quay:48923,898
NSR:Quay:5943,450
NSR:Quay:107558,513
NSR:Quay:102806,643
NSR:Quay:71868,393
NSR:Quay:83811,999
NSR:Quay:29815,345
NSR:Quay:62570,289
NSR:Quay:65639,511
NSR:Quay:24247,529
NSR:Quay:18151,536
NSR:Quay:13217,354
NSR:Quay:44273,1047
NSR:Quay:57248,1019
NSR:Quay:3859,1151
NSR:Quay:77518,535
NSR:Quay:12791,350
NSR:Quay:76195,517
NSR:Quay:77566,354
NSR:Quay:106393,181
NSR:Quay:38351,423
NSR:Quay:8321,192
NSR:Quay:106520,421
NSR:Quay:78644,182
NSR:Quay:43832,417
NSR:Quay:69392,313
NSR:Quay:105161,358
NSR:Quay:22087,177
NSR:Quay:94884,570
NSR:Quay:49018,486
NSR:Quay:58768,1018
NSR:Quay:1526,687
NSR:Quay:74597,614
NSR:Quay:97926,324
NSR:Quay:100552,326
NSR:Quay:105558,166
NSR:Quay:75624,562
NSR:Quay:37463,400
NSR:Quay:22762,741
NSR:Quay:87543,446
14452855,445
NSR:Quay:84918,709
NSR:Quay:34304,96
NSR:Quay:2048,655
NSR:Quay:72501,638
NSR:Quay:66213,435
NSR:Quay:26760,945
NSR:Quay:21851,181
NSR:Quay:54607,293
NSR:Quay:77754,623
NSR:Quay:80520,575
NSR:Quay:95580,397
NSR:Quay:90340,417
NSR:Quay:37752,379
NSR:Quay:74961,480
NSR:Quay:17936,441
NSR:Quay:47855,913
NSR:Quay:110671,840
NSR:Quay:25879,624
NSR:Quay:79581,41
NSR:Quay:34841,164
NSR:Quay:92258,276
NSR:Quay:110861,111
NSR:Quay:109721,218
NSR:Quay:100695,191
NSR:Quay:86144,454
NSR:Quay:106041,184
NSR:Quay:7848,182
NSR:Quay:79727,196
NSR:Quay:66408,203
NSR:Quay:60217,170
NSR:Quay:60583,170
NSR:Quay:78753,250
NSR:Quay:18562,189
NSR:Quay:10217,477
NSR:Quay:92461,202
9025915004821801,1
8900,93
NSR:Quay:79390,105
NSR:Quay:105110,178
NSR:Quay:70230,15
NSR:Quay:101226,23
NSR:Quay:111318,48
NSR:Quay:1318,26
KAT,22
9025915015133501,1
NSR:Quay:2711,27
9025915015138001,1
9025915004824301,1
NSR:Quay:84032,3290
NSR:Quay:88761,43370
14322203,3377
NSR:Quay:11608,79154
NSR:Quay:71268,15810
NSR:Quay:22170,440
NSR:Quay:8237,27610
NSR:Quay:105508,12477
NSR:Quay:6014,21525
NSR:Quay:10603,54067
NSR:Quay:18066,9410
NSR:Quay:89538,19180
NSR:Quay:47361,2985
NSR:Quay:71324,5729
NSR:Quay:17389,4780
NSR:Quay:76208,6021
NSR:Quay:107386,6213
NSR:Quay:89508,30074
NSR:Quay:42225,8147
NSR:Quay:12324,4682
NSR:Quay:8192,58914
NSR:Quay:5931,7395
NSR:Quay:6631,10986
NSR:Quay:53410,120946
NSR:Quay:73989,28964
NSR:Quay:10177,38007
NSR:Quay:91467,1182
NSR:Quay:17578,2022
NSR:Quay:46822,7705
NSR:Quay:6430,72813
NSR:Quay:53710,35792
NSR:Quay:40146,19824
NSR:Quay:92767,3087
NSR:Quay:91853,2264
14302550,4113
NSR:Quay:49700,1423
NSR:Quay:7395,40009
NSR:Quay:67049,2772
NSR:Quay:3757,2288
NSR:Quay:66869,8570
NSR:Quay:104372,9377
NSR:Quay:20592,597
NSR:Quay:16870,4001
NSR:Quay:95637,30007
NSR:Quay:8901,11774
NSR:Quay:11698,34083
NSR:Quay:28204,2741
NSR:Quay:73851,11590
NSR:Quay:42424,1002
NSR:Quay:21120,1754
NSR:Quay:70129,27879
NSR:Quay:9860,13839
NSR:Quay:11609,24234
NSR:Quay:40008,1448
NSR:Quay:78890,8184
NSR:Quay:10450,42648
NSR:Quay:70573,1196
NSR:Quay:7317,913
NSR:Quay:102225,7845
14436757,2419
NSR:Quay:17190,733
NSR:Quay:82776,1822
NSR:Quay:30695,22677
NSR:Quay:48824,13367
NSR:Quay:79152,6411
NSR:Quay:87803,1699
NSR:Quay:68452,3322
NSR:Quay:84411,17163
NSR:Quay:24204,4479
NSR:Quay:5565,18332
NSR:Quay:40367,5528
NSR:Quay:6736,21609
NSR:Quay:1891,7290
NSR:Quay:54702,4482
NSR:Quay:57290,4473
NSR:Quay:13886,1098
NSR:Quay:65538,6110
NSR:Quay:44326,24216
14302639,4461
NSR:Quay:31077,4909
NSR:Quay:577,9327
NSR:Quay:14224,4189
NSR:Quay:8730,16837
NSR:Quay:87430,1284
NSR:Quay:56944,4162
NSR:Quay:57533,1882
NSR:Quay:38853,15744
NSR:Quay:85646,4014
NSR:Quay:82939,2582
NSR:Quay:56309,529
NSR:Quay:819,3305
NSR:Quay:53174,8428
NSR:Quay:7391,11191
NSR:Quay:57445,3994
NSR:Quay:26145,769
NSR:Quay:33944,12331
NSR:Quay:74086,1389
NSR:Quay:53620,4332
NSR:Quay:34983,5355
NSR:Quay:3568,3996
NSR:Quay:34651,2895
NSR:Quay:81881,3976
NSR:Quay:41193,8986
NSR:Quay:632,13011
NSR:Quay:90646,415
NSR:Quay:35001,1308
NSR:Quay:13222,2268
NSR:Quay:83512,1293
NSR:Quay:41370,3828
NSR:Quay:13597,762
NSR:Quay:32538,355
NSR:Quay:50990,5458
NSR:Quay:51345,1376
NSR:Quay:572,6691
NSR:Quay:53921,7009
NSR:Quay:25234,2026
NSR:Quay:55058,3262
NSR:Quay:33058,1435
NSR:Quay:40524,5653
NSR:Quay:28394,963
NSR:Quay:912,11871
NSR:Quay:30552,1344
NSR:Quay:667,755
NSR:Quay:106703,2151
NSR:Quay:69590,8497
NSR:Quay:103322,348
NSR:Quay:51582,6873
NSR:Quay:54113,2749
NSR:Quay:96545,1393
NSR:Quay:34910,4214
NSR:Quay:66181,3262
NSR:Quay:75822,784
NSR:Quay:21986,8424
NSR:Quay:37481,2337
NSR:Quay:93960,2417
NSR:Quay:107873,780
NSR:Quay:41295,136
NSR:Quay:72492,344
14313500,4650
NSR:Quay:67822,3050
NSR:Quay:48149,14312
NSR:Quay:70496,925
NSR:Quay:47275,2985
14291631,227
NSR:Quay:29890,2350
NSR:Quay:54592,4895
NSR:Quay:105815,458
NSR:Quay:7564,963
NSR:Quay:109339,3383
NSR:Quay:96881,6864
NSR:Quay:49021,10839
NSR:Quay:73315,2419
NSR:Quay:26837,553
NSR:Quay:22770,2223
NSR:Quay:90696,3188
NSR:Quay:51078,20525
NSR:Quay:56707,3716
NSR:Quay:11527,4980
NSR:Quay:45021,2362
NSR:Quay:74743,4405
NSR:Quay:7785,13459
NSR:Quay:93640,1127
NSR:Quay:74811,2533
NSR:Quay:96414,1106
NSR:Quay:96712,979
NSR:Quay:91653,1092
NSR:Quay:33212,574
NSR:Quay:27776,4789
NSR:Quay:58616,6604
NSR:Quay:56709,1107
NSR:Quay:98595,1617
NSR:Quay:23302,1852
NSR:Quay:93299,1492
NSR:Quay:79385,688
NSR:Quay:97632,609
NSR:Quay:9119,9793
NSR:Quay:40683,1103
NSR:Quay:7438,11673
NSR:Quay:55432,1190
NSR:Quay:4613,4458
NSR:Quay:82716,1363
NSR:Quay:22618,1899
NSR:Quay:40988,2116
NSR:Quay:21518,5266
NSR:Quay:105974,1300
NSR:Quay:103259,612
NSR:Quay:29669,7042
NSR:Quay:26273,3385
NSR:Quay:75649,427
NSR:Quay:18233,1849
NSR:Quay:6019,8514
14333664,783
NSR:Quay:81173,2650
NSR:Quay:87802,1098
NSR:Quay:106929,630
NSR:Quay:69395,1340
NSR:Quay:52356,1408
NSR:Quay:96779,438
NSR:Quay:40432,969
NSR:Quay:57455,1916
NSR:Quay:90571,1888
NSR:Quay:4348,3808
NSR:Quay:50062,1739
NSR:Quay:47150,1125
NSR:Quay:87428,2571
NSR:Quay:109745,1252
NSR:Quay:54423,2752
NSR:Quay:50961,4249
NSR:Quay:69211,2015
NSR:Quay:18319,689
NSR:Quay:80236,4813
NSR:Quay:13903,14249
NSR:Quay:12618,2034
NSR:Quay:30439,1549
NSR:Quay:21099,3249
NSR:Quay:55701,5025
NSR:Quay:79134,367
NSR:Quay:87288,731
NSR:Quay:38871,731
NSR:Quay:25488,452
NSR:Quay:43082,1930
NSR:Quay:94143,760
NSR:Quay:74683,2427
NSR:Quay:2581,1089
NSR:Quay:58164,650
NSR:Quay:51670,1465
NSR:Quay:28213,2471
NSR:Quay:50856,4484
NSR:Quay:46510,697
NSR:Quay:75347,347
NSR:Quay:57761,4545
NSR:Quay:43352,1178
NSR:Quay:50661,2362
NSR:Quay:100433,1527
NSR:Quay:65964,186
NSR:Quay:70785,689
NSR:Quay:75106,2281
NSR:Quay:88855,609
NSR:Quay:22212,188
NSR:Quay:33907,1077
NSR:Quay:41848,6011
NSR:Quay:95976,677
NSR:Quay:52269,1692
NSR:Quay:4026,701
NSR:Quay:59000,459
NSR:Quay:68615,1093
NSR:Quay:28912,1417
NSR:Quay:78760,993
NSR:Quay:48085,382
NSR:Quay:42585,457
NSR:Quay:33068,2006
NSR:Quay:23263,1113
NSR:Quay:37741,1346
NSR:Quay:89209,1614
NSR:Quay:65147,547
14333747,725
NSR:Quay:83807,3074
NSR:Quay:27508,669
NSR:Quay:52446,974
NSR:Quay:13134,4855
NSR:Quay:52772,96
NSR:Quay:67790,3114
NSR:Quay:48314,185
NSR:Quay:5590,1599
NSR:Quay:107442,430
14313628,685
NSR:Quay:27000,263
NSR:Quay:51851,1389
NSR:Quay:52222,1982
NSR:Quay:67947,2151
NSR:Quay:51943,493
NSR:Quay:5257,1747
NSR:Quay:94626,360
NSR:Quay:79375,677
NSR:Quay:88865,2037
14181301,2697
NSR:Quay:96338,1598
NSR:Quay:77672,151
NSR:Quay:31231,1228
NSR:Quay:47911,1576
NSR:Quay:86753,1664
NSR:Quay:84304,2445
NSR:Quay:90056,341
NSR:Quay:44352,3167
NSR:Quay:81176,1491
14496907,318
NSR:Quay:95911,1254
NSR:Quay:20267,623
NSR:Quay:56600,664
NSR:Quay:107168,823
NSR:Quay:1692,192
NSR:Quay:86527,962
NSR:Quay:75748,367
NSR:Quay:105961,531
NSR:Quay:72229,1678
NSR:Quay:41452,814
NSR:Quay:34698,266
NSR:Quay:103734,236
NSR:Quay:33615,413
NSR:Quay:51972,1432
NSR:Quay:69228,509
NSR:Quay:40614,494
NSR:Quay:31349,655
NSR:Quay:40917,104
NSR:Quay:91961,2672
NSR:Quay:714,2476
NSR:Quay:58093,685
NSR:Quay:75533,346
NSR:Quay:103278,394
NSR:Quay:42443,1848
NSR:Quay:10608,626
NSR:Quay:28947,626
NSR:Quay:15446,188
14194961,1746
NSR:Quay:22960,766
NSR:Quay:95539,914
NSR:Quay:107188,344
NSR:Quay:97856,465
NSR:Quay:83302,1506
NSR:Quay:31943,401
NSR:Quay:37407,448
NSR:Quay:44975,909
NSR:Quay:87311,1644
NSR:Quay:95289,492
NSR:Quay:32202,737
NSR:Quay:79352,441
NSR:Quay:30463,1445
NSR:Quay:43423,852
NSR:Quay:100954,187
NSR:Quay:49585,293
NSR:Quay:31795,525
14381580,400
NSR:Quay:35737,1142
NSR:Quay:27184,1269
NSR:Quay:27582,877
NSR:Quay:93002,341
NSR:Quay:78825,433
NSR:Quay:100017,1469
NSR:Quay:12893,280
NSR:Quay:29051,775
NSR:Quay:93795,645
NSR:Quay:25472,113
NSR:Quay:94413,447
NSR:Quay:28411,664
NSR:Quay:109667,117
NSR:Quay:45030,776
NSR:Quay:77080,565
NSR:Quay:21272,476
NSR:Quay:5571,184
NSR:Quay:28065,193
NSR:Quay:27464,664
NSR:Quay:105743,421
NSR:Quay:60331,421
NSR:Quay:40349,498
NSR:Quay:18216,353
NSR:Quay:27638,193
NSR:Quay:19352,185
NSR:Quay:39392,814
NSR:Quay:27465,659
NSR:Quay:102191,254
NSR:Quay:14896,101
NSR:Quay:75647,178
NSR:Quay:14933,191
NSR:Quay:83492,972
NSR:Quay:27812,1137
NSR:Quay:52518,1395
NSR:Quay:105111,280
NSR:Quay:52127,201
NSR:Quay:23520,584
NSR:Quay:67517,118
NSR:Quay:98550,191
NSR:Quay:84425,264
NSR:Quay:22907,576
NSR:Quay:51557,568
NSR:Quay:8187,234
14302615,666
NSR:Quay:106050,211
NSR:Quay:74918,319
8571,417
NSR:Quay:91549,252
NSR:Quay:20968,459
NSR:Quay:15016,148
NSR:Quay:108656,139
NSR:Quay:78502,368
NSR:Quay:52782,105
NSR:Quay:23649,180
NSR:Quay:1868,162
NSR:Quay:9152,187
NSR:Quay:89280,45
NSR:Quay:8593,191
NSR:Quay:21575,384
NSR:Quay:108069,366
NSR:Quay:105502,160
NSR:Quay:78333,370
NSR:Quay:31884,138
9025900000110746,11
NSR:Quay:106040,185
NSR:Quay:64342,52
NSR:Quay:90579,150
NSR:Quay:62561,68
NSR:Quay:22354,35
NSR:Quay:91538,154
NSR:Quay:17263,178
NSR:Quay:102010,204
NSR:Quay:92267,50
NSR:Quay:103954,11
NSR:Quay:109058,6
NSR:Quay:34360,61228
NSR:Quay:90174,47399
NSR:Quay:88106,918
NSR:Quay:72567,331
14496865,2012
NSR:Quay:65849,1816
NSR:Quay:49055,25264
NSR:Quay:24911,14144
NSR:Quay:96546,1150
NSR:Quay:104691,1123
NSR:Quay:30510,353
NSR:Quay:35702,2848
NSR:Quay:96774,1261
NSR:Quay:101741,38191
NSR:Quay:53237,189151
NSR:Quay:49095,1941
NSR:Quay:94861,19175
NSR:Quay:75414,6986
NSR:Quay:23276,914
NSR:Quay:71539,33589
NSR:Quay:92691,1178
NSR:Quay:68875,7431
NSR:Quay:18172,14796
NSR:Quay:7264,118962
NSR:Quay:24884,5213
NSR:Quay:2311,7722
NSR:Quay:108604,15135
NSR:Quay:44755,9371
NSR:Quay:104051,32635
NSR:Quay:10319,55004
NSR:Quay:4117,13370
NSR:Quay:29652,26157
NSR:Quay:12297,111389
NSR:Quay:5204,40826
NSR:Quay:106975,45035
NSR:Quay:73152,34356
NSR:Quay:8230,14261
